Plot Title: LSLE,,,,,,,,,,,,
#,"Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370964_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370964)","High Range, μS/cm (LGR S/N: 20370964_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370964)","Temp, °C (LGR S/N: 20370964_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370964)",Coupler Detached (LGR S/N: 20370964),Coupler Attached (LGR S/N: 20370964),Stopped (LGR S/N: 20370964),End Of File (LGR S/N: 20370964),Coupler Detached (LGR S/N: 20370964),Coupler Attached (LGR S/N: 20370964),Stopped (LGR S/N: 20370964),End Of File (LGR S/N: 20370964)
2692,9/3/18 11:25,3059.3,3113.9,22.75,,,,,,,,
2693,9/3/18 11:55,3061,3115.7,22.75,,,,,,,,
2694,9/3/18 12:25,3061,3115.7,22.74,,,,,,,,
2695,9/3/18 12:55,3062.2,3116.3,22.74,,,,,,,,
2696,9/3/18 13:25,3061,3115.1,22.74,,,,,,,,
2697,9/3/18 13:55,3061,3114.5,22.74,,,,,,,,
2698,9/3/18 14:25,3059.3,3113.9,22.74,,,,,,,,
2699,9/3/18 14:55,3061,3114.5,22.74,,,,,,,,
2700,9/3/18 15:25,3059.9,3113.9,22.74,,,,,,,,
2701,9/3/18 15:55,3059.9,3114.5,22.74,,,,,,,,
2702,9/3/18 16:25,3061,3114.5,22.74,,,,,,,,
2703,9/3/18 16:55,3062.8,3116.9,22.74,,,,,,,,
2704,9/3/18 17:25,3061,3116.3,22.74,,,,,,,,
2705,9/3/18 17:55,3062.8,3116.3,22.74,,,,,,,,
2706,9/3/18 18:25,3059.9,3114.5,22.74,,,,,,,,
2707,9/3/18 18:55,3058.2,3112.7,22.74,,,,,,,,
2708,9/3/18 19:25,3058.2,3112.1,22.74,,,,,,,,
2709,9/3/18 19:55,3058.2,3112.1,22.74,,,,,,,,
2710,9/3/18 20:25,3057,3112.1,22.74,,,,,,,,
2711,9/3/18 20:55,3058.2,3112.7,22.75,,,,,,,,
2712,9/3/18 21:25,3059.9,3114.5,22.75,,,,,,,,
2713,9/3/18 21:55,3057,3111.5,22.75,,,,,,,,
2714,9/3/18 22:25,3051.3,3106.7,22.76,,,,,,,,
2715,9/3/18 22:55,3046.1,3101.9,22.76,,,,,,,,
2716,9/3/18 23:25,3042.7,3097.7,22.76,,,,,,,,
2717,9/3/18 23:55,3041.5,3096.5,22.77,,,,,,,,
2718,9/4/18 0:25,3041.5,3095.9,22.77,,,,,,,,
2719,9/4/18 0:55,3041.5,3097.1,22.77,,,,,,,,
2720,9/4/18 1:25,3041.5,3097.1,22.77,,,,,,,,
2721,9/4/18 1:55,3043.2,3097.7,22.77,,,,,,,,
2722,9/4/18 2:25,3044.4,3099.5,22.78,,,,,,,,
2723,9/4/18 2:55,3046.1,3100.7,22.78,,,,,,,,
2724,9/4/18 3:25,3044.4,3100.1,22.8,,,,,,,,
2725,9/4/18 3:55,3044.4,3099.5,22.8,,,,,,,,
2726,9/4/18 4:25,3044.4,3100.1,22.81,,,,,,,,
2727,9/4/18 4:55,3044.4,3099.5,22.81,,,,,,,,
2728,9/4/18 5:25,3043.2,3098.9,22.82,,,,,,,,
2729,9/4/18 5:55,3041.5,3096.5,22.82,,,,,,,,
2730,9/4/18 6:25,3040.4,3095.3,22.83,,,,,,,,
2731,9/4/18 6:55,3038.7,3095.3,22.83,,,,,,,,
2732,9/4/18 7:25,3040.4,3094.7,22.83,,,,,,,,
2733,9/4/18 7:55,3040.4,3095.3,22.84,,,,,,,,
2734,9/4/18 8:25,3040.4,3096.5,22.84,,,,,,,,
2735,9/4/18 8:55,3041.5,3096.5,22.85,,,,,,,,
2736,9/4/18 9:25,3041.5,3095.9,22.85,,,,,,,,
2737,9/4/18 9:55,3041.5,3095.9,22.85,,,,,,,,
2738,9/4/18 10:25,3040.4,3095.9,22.85,,,,,,,,
2739,9/4/18 10:55,3040.4,3095.9,22.87,,,,,,,,
2740,9/4/18 11:25,3040.4,3095.3,22.87,,,,,,,,
2741,9/4/18 11:55,3042.7,3097.1,22.87,,,,,,,,
2742,9/4/18 12:25,3039.8,3095.3,22.87,,,,,,,,
2743,9/4/18 12:55,3040.4,3095.9,22.87,,,,,,,,
2744,9/4/18 13:25,3040.4,3095.9,22.87,,,,,,,,
2745,9/4/18 13:55,3037.5,3092.3,22.88,,,,,,,,
2746,9/4/18 14:25,3033.5,3089.9,22.88,,,,,,,,
2747,9/4/18 14:55,3031.8,3088.7,22.88,,,,,,,,
2748,9/4/18 15:25,3030.6,3086.9,22.88,,,,,,,,
2749,9/4/18 15:55,3030.6,3085.1,22.88,,,,,,,,
2750,9/4/18 16:25,3027.8,3083.3,22.88,,,,,,,,
2751,9/4/18 16:55,3025.5,3081.5,22.89,,,,,,,,
2752,9/4/18 17:25,3023.8,3079.1,22.89,,,,,,,,
2753,9/4/18 17:55,3022,3077.3,22.89,,,,,,,,
2754,9/4/18 18:25,3019.8,3074.2,22.89,,,,,,,,
2755,9/4/18 18:55,3016.9,3071.8,22.89,,,,,,,,
2756,9/4/18 19:25,3015.7,3070.6,22.9,,,,,,,,
2757,9/4/18 19:55,3012.9,3068.8,22.9,,,,,,,,
2758,9/4/18 20:25,3012.3,3067.6,22.91,,,,,,,,
2759,9/4/18 20:55,3011.7,3066.4,22.91,,,,,,,,
2760,9/4/18 21:25,3011.2,3065.8,22.92,,,,,,,,
2761,9/4/18 21:55,3010,3065.2,22.92,,,,,,,,
2762,9/4/18 22:25,3010,3065.2,22.94,,,,,,,,
2763,9/4/18 22:55,3008.9,3064.6,22.94,,,,,,,,
2764,9/4/18 23:25,3007.2,3064,22.95,,,,,,,,
2765,9/4/18 23:55,3008.3,3063.4,22.95,,,,,,,,
2766,9/5/18 0:25,3008.9,3064,22.96,,,,,,,,
2767,9/5/18 0:55,3008.9,3064,22.96,,,,,,,,
2768,9/5/18 1:25,3008.9,3064,22.97,,,,,,,,
2769,9/5/18 1:55,3010,3064,22.98,,,,,,,,
2770,9/5/18 2:25,3010,3064,22.98,,,,,,,,
2771,9/5/18 2:55,3008.9,3064,22.98,,,,,,,,
2772,9/5/18 3:25,3007.2,3062.8,22.99,,,,,,,,
2773,9/5/18 3:55,3006,3061,22.99,,,,,,,,
2774,9/5/18 4:25,3006,3060.4,22.99,,,,,,,,
2775,9/5/18 4:55,3004.3,3059.2,23,,,,,,,,
2776,9/5/18 5:25,3003.2,3058,23,,,,,,,,
2777,9/5/18 5:55,3002,3056.8,23,,,,,,,,
2778,9/5/18 6:25,3000.3,3055,23.02,,,,,,,,
2779,9/5/18 6:55,3000.9,3055.6,23.02,,,,,,,,
2780,9/5/18 7:25,3001.4,3056.8,23.02,,,,,,,,
2781,9/5/18 7:55,3004.3,3059.2,23.02,,,,,,,,
2782,9/5/18 8:25,3004.3,3061.6,23.02,,,,,,,,
2783,9/5/18 8:55,3007.2,3063.4,23.03,,,,,,,,
2784,9/5/18 9:25,3008.9,3064.6,23.03,,,,,,,,
2785,9/5/18 9:55,3010.6,3066.4,23.03,,,,,,,,
2786,9/5/18 10:25,3011.7,3067.6,23.03,,,,,,,,
2787,9/5/18 10:55,3014,3069.4,23.03,,,,,,,,
2788,9/5/18 11:25,3015.7,3071.2,23.04,,,,,,,,
2789,9/5/18 11:55,3016.9,3073.6,23.03,,,,,,,,
2790,9/5/18 12:25,3018,3073.6,23.03,,,,,,,,
2791,9/5/18 12:55,3022.6,3078.5,23.04,,,,,,,,
2792,9/5/18 13:25,3023.8,3079.1,23.04,,,,,,,,
2793,9/5/18 13:55,3025.5,3082.1,23.03,,,,,,,,
2794,9/5/18 14:25,3024.3,3080.9,23.04,,,,,,,,
2795,9/5/18 14:55,3025.5,3080.9,23.03,,,,,,,,
2796,9/5/18 15:25,3023.2,3079.1,23.04,,,,,,,,
2797,9/5/18 15:55,3020.3,3075.4,23.03,,,,,,,,
2798,9/5/18 16:25,3019.8,3074.8,23.03,,,,,,,,
2799,9/5/18 16:55,3012.9,3070,23.04,,,,,,,,
2800,9/5/18 17:25,2995.1,3050.8,23.04,,,,,,,,
2801,9/5/18 17:55,2991.1,3044.8,23.04,,,,,,,,
2802,9/5/18 18:25,2988.3,3041.8,23.04,,,,,,,,
2803,9/5/18 18:55,2988.3,3042.4,23.04,,,,,,,,
2804,9/5/18 19:25,2987.1,3041.8,23.04,,,,,,,,
2805,9/5/18 19:55,2985.4,3040,23.04,,,,,,,,
2806,9/5/18 20:25,2985.4,3040,23.04,,,,,,,,
2807,9/5/18 20:55,2987.1,3040.6,23.04,,,,,,,,
2808,9/5/18 21:25,2987.1,3042.4,23.04,,,,,,,,
2809,9/5/18 21:55,2988.3,3043.6,23.05,,,,,,,,
2810,9/5/18 22:25,2988.3,3042.4,23.05,,,,,,,,
2811,9/5/18 22:55,2988.9,3044.8,23.05,,,,,,,,
2812,9/5/18 23:25,2991.1,3046.6,23.06,,,,,,,,
2813,9/5/18 23:55,2992.9,3047.2,23.06,,,,,,,,
2814,9/6/18 0:25,2996.9,3051.4,23.07,,,,,,,,
2815,9/6/18 0:55,3002.6,3058,23.07,,,,,,,,
2816,9/6/18 1:25,3009.4,3065.2,23.07,,,,,,,,
2817,9/6/18 1:55,3010.6,3065.8,23.09,,,,,,,,
2818,9/6/18 2:25,2999.7,3055.6,23.09,,,,,,,,
2819,9/6/18 2:55,2995.7,3050.2,23.09,,,,,,,,
2820,9/6/18 3:25,2990,3045.4,23.09,,,,,,,,
2821,9/6/18 3:55,2981.4,3037,23.1,,,,,,,,
2822,9/6/18 4:25,2980.3,3036.4,23.1,,,,,,,,
2823,9/6/18 4:55,2982.6,3037.6,23.1,,,,,,,,
2824,9/6/18 5:25,2985.4,3041.2,23.11,,,,,,,,
2825,9/6/18 5:55,2988.3,3043,23.11,,,,,,,,
2826,9/6/18 6:25,2991.1,3046.6,23.12,,,,,,,,
2827,9/6/18 6:55,2992.9,3047.2,23.12,,,,,,,,
2828,9/6/18 7:25,2992.9,3049,23.12,,,,,,,,
2829,9/6/18 7:55,2992.9,3047.2,23.13,,,,,,,,
2830,9/6/18 8:25,2992.3,3046.6,23.14,,,,,,,,
2831,9/6/18 8:55,2990,3044.8,23.14,,,,,,,,
2832,9/6/18 9:25,2990,3044.2,23.14,,,,,,,,
2833,9/6/18 9:55,2990,3045.4,23.14,,,,,,,,
2834,9/6/18 10:25,2987.1,3041.8,23.14,,,,,,,,
2835,9/6/18 10:55,2988.3,3043.6,23.16,,,,,,,,
2836,9/6/18 11:25,2991.1,3047.2,23.16,,,,,,,,
2837,9/6/18 11:55,2994,3049.6,23.16,,,,,,,,
2838,9/6/18 12:25,2996.9,3050.8,23.16,,,,,,,,
2839,9/6/18 12:55,2998,3053.2,23.16,,,,,,,,
2840,9/6/18 13:25,3000.9,3055,23.16,,,,,,,,
2841,9/6/18 13:55,3004.9,3060.4,23.16,,,,,,,,
2842,9/6/18 14:25,3008.9,3064.6,23.16,,,,,,,,
2843,9/6/18 14:55,3014.6,3070,23.16,,,,,,,,
2844,9/6/18 15:25,3017.5,3073.6,23.16,,,,,,,,
2845,9/6/18 15:55,3021.5,3077.3,23.16,,,,,,,,
2846,9/6/18 16:25,3026.1,3082.1,23.16,,,,,,,,
2847,9/6/18 16:55,3028.9,3084.5,23.16,,,,,,,,
2848,9/6/18 17:25,3027.2,3083.3,23.16,,,,,,,,
2849,9/6/18 17:55,3022,3079.7,23.17,,,,,,,,
2850,9/6/18 18:25,3018,3074.8,23.17,,,,,,,,
2851,9/6/18 18:55,3016.9,3071.8,23.17,,,,,,,,
2852,9/6/18 19:25,3012.3,3068.2,23.18,,,,,,,,
2853,9/6/18 19:55,3008.3,3064,23.18,,,,,,,,
2854,9/6/18 20:25,3005.4,3061,23.18,,,,,,,,
2855,9/6/18 20:55,2998.6,3055.6,23.18,,,,,,,,
2856,9/6/18 21:25,2994,3049.6,23.19,,,,,,,,
2857,9/6/18 21:55,2988.9,3043.6,23.19,,,,,,,,
2858,9/6/18 22:25,2984.9,3040.6,23.2,,,,,,,,
2859,9/6/18 22:55,2980.3,3035.8,23.2,,,,,,,,
2860,9/6/18 23:25,2977.4,3032.2,23.21,,,,,,,,
2861,9/6/18 23:55,2971.7,3026.2,23.21,,,,,,,,
2862,9/7/18 0:25,2968.3,3022.6,23.22,,,,,,,,
2863,9/7/18 0:55,2966.6,3021.4,23.22,,,,,,,,
2864,9/7/18 1:25,2965.4,3019.6,23.22,,,,,,,,
2865,9/7/18 1:55,2965.4,3021.4,23.24,,,,,,,,
2866,9/7/18 2:25,2969.4,3023.8,23.24,,,,,,,,
2867,9/7/18 2:55,2968.3,3023.8,23.24,,,,,,,,
2868,9/7/18 3:25,2968.3,3023.8,23.25,,,,,,,,
2869,9/7/18 3:55,2968.3,3022.6,23.25,,,,,,,,
2870,9/7/18 4:25,2965.4,3021.4,23.25,,,,,,,,
2871,9/7/18 4:55,2963.2,3017.2,23.25,,,,,,,,
2872,9/7/18 5:25,2958.6,3013.6,23.26,,,,,,,,
2873,9/7/18 5:55,2957.5,3011.8,23.26,,,,,,,,
2874,9/7/18 6:25,2957.5,3012.4,23.27,,,,,,,,
2875,9/7/18 6:55,2958.6,3013,23.27,,,,,,,,
2876,9/7/18 7:25,2958.6,3013.6,23.28,,,,,,,,
2877,9/7/18 7:55,2959.7,3014.8,23.28,,,,,,,,
2878,9/7/18 8:25,2961.5,3016,23.29,,,,,,,,
2879,9/7/18 8:55,2962.6,3017.8,23.29,,,,,,,,
2880,9/7/18 9:25,2964.3,3019.6,23.29,,,,,,,,
2881,9/7/18 9:55,2965.4,3020.2,23.29,,,,,,,,
2882,9/7/18 10:25,2966.6,3021.4,23.31,,,,,,,,
2883,9/7/18 10:55,2966.6,3022.6,23.31,,,,,,,,
2884,9/7/18 11:25,2967.7,3022,23.31,,,,,,,,
2885,9/7/18 11:55,2966.6,3022,23.31,,,,,,,,
2886,9/7/18 12:25,2967.2,3022.6,23.31,,,,,,,,
2887,9/7/18 12:55,2968.3,3023.2,23.31,,,,,,,,
2888,9/7/18 13:25,2967.2,3022.6,23.32,,,,,,,,
2889,9/7/18 13:55,2967.2,3022.6,23.31,,,,,,,,
2890,9/7/18 14:25,2966.6,3022,23.32,,,,,,,,
2891,9/7/18 14:55,2965.4,3021.4,23.32,,,,,,,,
2892,9/7/18 15:25,2965.4,3020.2,23.32,,,,,,,,
2893,9/7/18 15:55,2964.3,3019,23.32,,,,,,,,
2894,9/7/18 16:25,2961.5,3017.2,23.32,,,,,,,,
2895,9/7/18 16:55,2961.5,3017.2,23.32,,,,,,,,
2896,9/7/18 17:25,2961.5,3016.6,23.32,,,,,,,,
2897,9/7/18 17:55,2961.5,3016,23.32,,,,,,,,
2898,9/7/18 18:25,2960.3,3016,23.32,,,,,,,,
2899,9/7/18 18:55,2958.6,3014.8,23.32,,,,,,,,
2900,9/7/18 19:25,2957.5,3014.2,23.32,,,,,,,,
2901,9/7/18 19:55,2957.5,3012.4,23.32,,,,,,,,
2902,9/7/18 20:25,2957.5,3013,23.32,,,,,,,,
2903,9/7/18 20:55,2957.5,3014.2,23.33,,,,,,,,
2904,9/7/18 21:25,2957.5,3013,23.33,,,,,,,,
2905,9/7/18 21:55,2953.5,3008.8,23.33,,,,,,,,
2906,9/7/18 22:25,2950.6,3005.8,23.33,,,,,,,,
2907,9/7/18 22:55,2953.5,3008.8,23.33,,,,,,,,
2908,9/7/18 23:25,2953.5,3010,23.33,,,,,,,,
2909,9/7/18 23:55,2954.6,3010.6,23.33,,,,,,,,
2910,9/8/18 0:25,2954.6,3010.6,23.33,,,,,,,,
2911,9/8/18 0:55,2956.3,3011.8,23.33,,,,,,,,
2912,9/8/18 1:25,2958,3014.8,23.33,,,,,,,,
2913,9/8/18 1:55,2956.3,3013.6,23.33,,,,,,,,
2914,9/8/18 2:25,2959.2,3014.8,23.34,,,,,,,,
2915,9/8/18 2:55,2962,3017.8,23.34,,,,,,,,
2916,9/8/18 3:25,2964.9,3020.2,23.33,,,,,,,,
2917,9/8/18 3:55,2963.2,3019,23.33,,,,,,,,
2918,9/8/18 4:25,2960.3,3016.6,23.33,,,,,,,,
2919,9/8/18 4:55,2956.3,3013,23.33,,,,,,,,
2920,9/8/18 5:25,2951.2,3007.6,23.33,,,,,,,,
2921,9/8/18 5:55,2945.5,3001.6,23.33,,,,,,,,
2922,9/8/18 6:25,2942.6,2998.6,23.33,,,,,,,,
2923,9/8/18 6:55,2939.8,2995.6,23.33,,,,,,,,
2924,9/8/18 7:25,2939.8,2995.6,23.33,,,,,,,,
2925,9/8/18 7:55,2942.6,2998,23.32,,,,,,,,
2926,9/8/18 8:25,2942.6,2998,23.32,,,,,,,,
2927,9/8/18 8:55,2942.6,2998,23.32,,,,,,,,
2928,9/8/18 9:25,2940.9,2996.2,23.32,,,,,,,,
2929,9/8/18 9:55,2939.8,2995.6,23.32,,,,,,,,
2930,9/8/18 10:25,2940.4,2995.6,23.32,,,,,,,,
2931,9/8/18 10:55,2939.8,2995.6,23.31,,,,,,,,
2932,9/8/18 11:25,2941.5,2996.2,23.31,,,,,,,,
2933,9/8/18 11:55,2943.8,2999.2,23.31,,,,,,,,
2934,9/8/18 12:25,2945.5,3000.4,23.31,,,,,,,,
2935,9/8/18 12:55,2945.5,3001,23.29,,,,,,,,
2936,9/8/18 13:25,2945.5,3001,23.29,,,,,,,,
2937,9/8/18 13:55,2945.5,2999.8,23.29,,,,,,,,
2938,9/8/18 14:25,2943.8,2999.8,23.28,,,,,,,,
2939,9/8/18 14:55,2943.8,2999.2,23.28,,,,,,,,
2940,9/8/18 15:25,2942.6,2999.2,23.27,,,,,,,,
2941,9/8/18 15:55,2943.8,2999.2,23.27,,,,,,,,
2942,9/8/18 16:25,2943.8,2999.8,23.26,,,,,,,,
2943,9/8/18 16:55,2943.8,2999.8,23.26,,,,,,,,
2944,9/8/18 17:25,2945.5,2999.8,23.25,,,,,,,,
2945,9/8/18 17:55,2943.8,2999.8,23.25,,,,,,,,
2946,9/8/18 18:25,2945.5,3001.6,23.24,,,,,,,,
2947,9/8/18 18:55,2947.8,3002.8,23.22,,,,,,,,
2948,9/8/18 19:25,2949.5,3005.2,23.22,,,,,,,,
2949,9/8/18 19:55,2950.6,3007,23.21,,,,,,,,
2950,9/8/18 20:25,2951.8,3008.2,23.21,,,,,,,,
2951,9/8/18 20:55,2953.5,3010,23.2,,,,,,,,
2952,9/8/18 21:25,2954.6,3011.2,23.2,,,,,,,,
2953,9/8/18 21:55,2954.6,3011.8,23.19,,,,,,,,
2954,9/8/18 22:25,2956.3,3012.4,23.18,,,,,,,,
2955,9/8/18 22:55,2956.3,3013,23.17,,,,,,,,
2956,9/8/18 23:25,2956.9,3013.6,23.17,,,,,,,,
2957,9/8/18 23:55,2957.5,3013.6,23.16,,,,,,,,
2958,9/9/18 0:25,2957.5,3014.8,23.14,,,,,,,,
2959,9/9/18 0:55,2957.5,3015.4,23.14,,,,,,,,
2960,9/9/18 1:25,2959.7,3016,23.13,,,,,,,,
2961,9/9/18 1:55,2959.7,3017.2,23.12,,,,,,,,
2962,9/9/18 2:25,2959.7,3017.2,23.11,,,,,,,,
2963,9/9/18 2:55,2960.9,3017.8,23.1,,,,,,,,
2964,9/9/18 3:25,2962,3019,23.09,,,,,,,,
2965,9/9/18 3:55,2963.2,3020.2,23.07,,,,,,,,
2966,9/9/18 4:25,2965.4,3022.6,23.06,,,,,,,,
2967,9/9/18 4:55,2966.6,3025,23.04,,,,,,,,
2968,9/9/18 5:25,2970.6,3028.6,23.04,,,,,,,,
2969,9/9/18 5:55,2973.4,3031,23.02,,,,,,,,
2970,9/9/18 6:25,2976.3,3034,23,,,,,,,,
2971,9/9/18 6:55,2978.6,3037,22.99,,,,,,,,
2972,9/9/18 7:25,2981.4,3038.8,22.98,,,,,,,,
2973,9/9/18 7:55,2984.3,3042.4,22.97,,,,,,,,
2974,9/9/18 8:25,2985.4,3043,22.95,,,,,,,,
2975,9/9/18 8:55,2987.1,3044.8,22.94,,,,,,,,
2976,9/9/18 9:25,2987.1,3046,22.92,,,,,,,,
2977,9/9/18 9:55,2990,3047.8,22.9,,,,,,,,
2978,9/9/18 10:25,2992.3,3050.2,22.89,,,,,,,,
2979,9/9/18 10:55,2994,3052.6,22.87,,,,,,,,
2980,9/9/18 11:25,2996.3,3055,22.84,,,,,,,,
2981,9/9/18 11:55,2999.1,3057.4,22.82,,,,,,,,
2982,9/9/18 12:25,3000.3,3059.8,22.8,,,,,,,,
2983,9/9/18 12:55,3003.2,3061.6,22.77,,,,,,,,
2984,9/9/18 13:25,3006,3064,22.75,,,,,,,,
2985,9/9/18 13:55,3007.2,3066.4,22.73,,,,,,,,
2986,9/9/18 14:25,3010,3068.2,22.7,,,,,,,,
2987,9/9/18 14:55,3011.2,3070,22.68,,,,,,,,
2988,9/9/18 15:25,3011.2,3070.6,22.66,,,,,,,,
2989,9/9/18 15:55,3011.2,3070.6,22.63,,,,,,,,
2990,9/9/18 16:25,3011.2,3071.2,22.62,,,,,,,,
2991,9/9/18 16:55,3012.9,3072.4,22.59,,,,,,,,
2992,9/9/18 17:25,3014,3073.6,22.56,,,,,,,,
2993,9/9/18 17:55,3015.2,3074.8,22.55,,,,,,,,
2994,9/9/18 18:25,3016.3,3076.6,22.53,,,,,,,,
2995,9/9/18 18:55,3018,3078.5,22.51,,,,,,,,
2996,9/9/18 19:25,3020.3,3079.1,22.47,,,,,,,,
2997,9/9/18 19:55,3019.2,3079.7,22.45,,,,,,,,
2998,9/9/18 20:25,3019.2,3079.7,22.43,,,,,,,,
2999,9/9/18 20:55,3019.2,3079.7,22.4,,,,,,,,
3000,9/9/18 21:25,3019.2,3079.1,22.38,,,,,,,,
3001,9/9/18 21:55,3018,3079.1,22.36,,,,,,,,
3002,9/9/18 22:25,3019.2,3078.5,22.33,,,,,,,,
3003,9/9/18 22:55,3017.5,3077.3,22.31,,,,,,,,
3004,9/9/18 23:25,3015.2,3073.6,22.28,,,,,,,,
3005,9/9/18 23:55,3012.3,3071.8,22.24,,,,,,,,
3006,9/10/18 0:25,3010.6,3070.6,22.21,,,,,,,,
3007,9/10/18 0:55,3010.6,3069.4,22.18,,,,,,,,
3008,9/10/18 1:25,3009.4,3068.8,22.16,,,,,,,,
3009,9/10/18 1:55,3010.6,3069.4,22.14,,,,,,,,
3010,9/10/18 2:25,3013.5,3072.4,22.11,,,,,,,,
3011,9/10/18 2:55,3016.3,3076,22.1,,,,,,,,
3012,9/10/18 3:25,3019.2,3078.5,22.08,,,,,,,,
3013,9/10/18 3:55,3023.2,3083.3,22.07,,,,,,,,
3014,9/10/18 4:25,3027.2,3087.5,22.04,,,,,,,,
3015,9/10/18 4:55,3031.2,3091.7,22.03,,,,,,,,
3016,9/10/18 5:25,3035.2,3095.9,22.01,,,,,,,,
3017,9/10/18 5:55,3038.1,3098.3,22,,,,,,,,
3018,9/10/18 6:25,3041,3101.9,21.97,,,,,,,,
3019,9/10/18 6:55,3042.1,3104.3,21.96,,,,,,,,
3020,9/10/18 7:25,3045,3106.1,21.95,,,,,,,,
3021,9/10/18 7:55,3046.7,3107.3,21.93,,,,,,,,
3022,9/10/18 8:25,3046.7,3106.7,21.89,,,,,,,,
3023,9/10/18 8:55,3045,3104.9,21.87,,,,,,,,
3024,9/10/18 9:25,3042.1,3101.9,21.84,,,,,,,,
3025,9/10/18 9:55,3038.1,3098.9,21.81,,,,,,,,
3026,9/10/18 10:25,3035.2,3095.9,21.79,,,,,,,,
3027,9/10/18 10:55,3032.9,3092.9,21.75,,,,,,,,
3028,9/10/18 11:25,3032.4,3092.3,21.74,,,,,,,,
3029,9/10/18 11:55,3031.2,3091.7,21.72,,,,,,,,
3030,9/10/18 12:25,3031.2,3091.7,21.71,,,,,,,,
3031,9/10/18 12:55,3031.2,3092.3,21.7,,,,,,,,
3032,9/10/18 13:25,3033.5,3092.9,21.69,,,,,,,,
3033,9/10/18 13:55,3035.2,3095.3,21.69,,,,,,,,
3034,9/10/18 14:25,3040.4,3100.1,21.67,,,,,,,,
3035,9/10/18 14:55,3045,3105.5,21.67,,,,,,,,
3036,9/10/18 15:25,3050.1,3110.9,21.67,,,,,,,,
3037,9/10/18 15:55,3055.9,3116.3,21.66,,,,,,,,
3038,9/10/18 16:25,3059.9,3121.1,21.66,,,,,,,,
3039,9/10/18 16:55,3064.5,3126.5,21.65,,,,,,,,
3040,9/10/18 17:25,3068.5,3130.8,21.64,,,,,,,,
3041,9/10/18 17:55,3073.1,3135.6,21.64,,,,,,,,
3042,9/10/18 18:25,3076,3138.6,21.63,,,,,,,,
3043,9/10/18 18:55,3078.3,3141,21.62,,,,,,,,
3044,9/10/18 19:25,3081.1,3144,21.6,,,,,,,,
3045,9/10/18 19:55,3082.9,3146.4,21.59,,,,,,,,
3046,9/10/18 20:25,3085.2,3148.2,21.59,,,,,,,,
3047,9/10/18 20:55,3085.2,3148.8,21.58,,,,,,,,
3048,9/10/18 21:25,3086.3,3149.4,21.57,,,,,,,,
3049,9/10/18 21:55,3085.7,3149.4,21.56,,,,,,,,
3050,9/10/18 22:25,3085.2,3148.2,21.55,,,,,,,,
3051,9/10/18 22:55,3084,3147.6,21.53,,,,,,,,
3052,9/10/18 23:25,3084,3147,21.52,,,,,,,,
3053,9/10/18 23:55,3084,3147.6,21.52,,,,,,,,
3054,9/11/18 0:25,3085.2,3148.2,21.51,,,,,,,,
3055,9/11/18 0:55,3086.3,3150.6,21.5,,,,,,,,
3056,9/11/18 1:25,3090.9,3153,21.49,,,,,,,,
3057,9/11/18 1:55,3092.7,3157.2,21.49,,,,,,,,
3058,9/11/18 2:25,3097.3,3160.2,21.48,,,,,,,,
3059,9/11/18 2:55,3101.9,3164.5,21.48,,,,,,,,
3060,9/11/18 3:25,3104.2,3168.1,21.48,,,,,,,,
3061,9/11/18 3:55,3107.6,3171.7,21.47,,,,,,,,
3062,9/11/18 4:25,3111.1,3175.3,21.45,,,,,,,,
3063,9/11/18 4:55,3114,3177.7,21.45,,,,,,,,
3064,9/11/18 5:25,3118,3180.7,21.44,,,,,,,,
3065,9/11/18 5:55,3119.1,3184.3,21.45,,,,,,,,
3066,9/11/18 6:25,3123.2,3186.1,21.44,,,,,,,,
3067,9/11/18 6:55,3124.9,3189.1,21.43,,,,,,,,
3068,9/11/18 7:25,3127.8,3191.5,21.43,,,,,,,,
3069,9/11/18 7:55,3130.7,3194.6,21.43,,,,,,,,
3070,9/11/18 8:25,3131.8,3197.6,21.43,,,,,,,,
3071,9/11/18 8:55,3130.7,3197,21.42,,,,,,,,
3072,9/11/18 9:25,3150.9,3216.2,21.41,,,,,,,,
3073,9/11/18 9:55,3150.9,3216.2,21.4,,,,,,,,
3074,9/11/18 10:25,3150.9,3216.2,21.41,,,,,,,,
3075,9/11/18 10:55,3149.7,3214.4,21.4,,,,,,,,
3076,9/11/18 11:25,3148,3212.6,21.4,,,,,,,,
3077,9/11/18 11:55,3146.3,3211.4,21.4,,,,,,,,
3078,9/11/18 12:25,3146.3,3212.6,21.38,,,,,,,,
3079,9/11/18 12:55,3148,3212,21.38,,,,,,,,
3080,9/11/18 13:25,3148,3212.6,21.37,,,,,,,,
3081,9/11/18 13:55,3148,3213.2,21.37,,,,,,,,
3082,9/11/18 14:25,3149.2,3215,21.37,,,,,,,,
3083,9/11/18 14:55,3152,3216.2,21.37,,,,,,,,
3084,9/11/18 15:25,3152,3218.1,21.36,,,,,,,,
3085,9/11/18 15:55,3154.9,3221.1,21.36,,,,,,,,
3086,9/11/18 16:25,3157.8,3223.5,21.35,,,,,,,,
3087,9/11/18 16:55,3159.6,3225.9,21.35,,,,,,,,
