"","Sampling_Event","Time","Collar","Salinity_Transect","Elevation_Transect","Treatment","Home_Salinity","Home_Elevation","Local_Salinity","Local_Elevation","Origin_Plot","Destination_Plot","meanFlux","sdFlux","meanSM","meanT5","meanT20","Season","PeakAct","Year"
"889",2019-06-12,"16:31:55",71,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.095,0.374766594,0.518072368,19.04766653,17.3,"Summer","Summer","2019"
"890",2019-07-29,"16:31:20",71,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",8.075,0.148492424,0.281513569,25.93965543,23.2,"Summer","Summer","2019"
"891",2019-08-21,"15:31:33",71,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",8.8,0.438406204,-0.300101563,24.89903835,23.5,"Summer","Summer","2019"
"892",2019-10-18,"16:26:39",71,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.885,0.091923882,-0.112136513,13.30038487,14.9,"Fall","Other","2019"
"893",2018-04-05,"16:19:04",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",1.996666667,0.748487364,0.336886161,7.491006088,7.3,"Spring","Other","2018"
"894",2018-04-13,"15:10:00",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.11,0.09539392,0.441667548,12.1962699,8.5,"Spring","Other","2018"
"895",2018-04-18,"21:53:06",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.09,0.537773186,0.504285714,10.92781311,9.2,"Spring","Other","2018"
"896",2018-04-26,"19:19:31",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.325,0.16263456,0.442830357,16.05546834,11.2,"Spring","Other","2018"
"897",2018-05-02,"20:24:37",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.845,0.219203102,0.465922078,17.87139316,12.6,"Spring","Other","2018"
"898",2018-05-09,"17:57:25",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.28,0.353553391,0.46964926,16.53868997,13.8,"Spring","Other","2018"
"899",2018-05-25,"21:33:10",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",4.66,1.414213562,0.488428571,21.78330256,17.7,"Spring","Other","2018"
"900",2018-06-12,"20:45:26",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",4.04,0.721248917,0.455657366,19.25344481,17.4,"Summer","Summer","2018"
"901",2018-07-05,"19:33:38",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",9.06,1.371787156,0.445342634,26.68769308,22.8,"Summer","Summer","2018"
"902",2018-07-16,"20:49:08",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",8.67,1.216223664,0.376998884,25.65988849,21.8,"Summer","Summer","2018"
"903",2018-08-06,"15:40:48",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",5.335,1.209152596,0.487071429,24.1818959,22.8,"Summer","Summer","2018"
"904",2018-08-16,"17:16:09",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",7.085,0.855599205,0.463243304,25.00195749,22.4,"Summer","Summer","2018"
"905",2018-08-23,"17:06:12",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",7.23,1.244507935,0.429714286,41.84938829,21.7,"Summer","Summer","2018"
"906",2018-10-05,"19:24:50",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",5.355,0.954594155,1.692357143,19.49798174,20.3,"Fall","Other","2018"
"907",2018-11-01,"15:35:45",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.015,0.530330086,1.668571429,13.21436739,13,"Fall","Other","2018"
"908",2019-01-23,"18:47:30",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",0.67,0.664680374,0.487928571,-0.2,1.4,"Winter","Other","2019"
"909",2019-03-12,"16:18:02",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",0.6,0.268700577,0.533855263,5.583057977,5.3,"Spring","Other","2019"
"910",2019-05-21,"15:02:58",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.865,2.241528496,0.490099507,17.57572903,16.8,"Spring","Other","2019"
"911",2019-06-12,"16:51:55",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",4.45,1.81019336,0.509072368,19.03002138,17.8,"Summer","Summer","2019"
"912",2019-07-03,"15:15:25",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",-18.4399995,26.00150067,0.494928571,22.63216421,20.7,"Summer","Summer","2019"
"913",2019-07-29,"16:13:11",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",12.28,4.228498551,0.443144737,24.37373684,22.6,"Summer","Summer","2019"
"914",2019-08-21,"15:04:10",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",12.425,4.447701654,0.049411595,24.04987418,23.4,"Summer","Summer","2019"
"915",2019-10-18,"16:03:54",72,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.835,0.714177849,-0.123114955,13.48697271,14.6,"Fall","Other","2019"
"916",2018-04-18,"18:38:03",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.326666667,0.32393415,0.41469494,11.39934612,9.6,"Spring","Other","2018"
"917",2018-04-26,"14:08:08",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.025,0.799030663,0.406628348,11.629257,11,"Spring","Other","2018"
"918",2018-05-03,"16:49:13",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.045,0.572756493,0.342870536,17.56390645,13,"Spring","Other","2018"
"919",2018-05-15,"15:12:45",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.15,2.573868684,0.371064556,17.53612664,15.3,"Spring","Other","2018"
"920",2018-06-08,"16:20:26",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",6.555,2.142533547,0.400329241,18.52676167,16.7,"Summer","Summer","2018"
"921",2018-06-21,"15:33:30",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",10.185,2.722361108,0.428271205,21.34545627,19.4,"Summer","Summer","2018"
"922",2018-07-16,"16:14:20",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",9.54,2.39002092,0.162357143,22.47565047,20.2,"Summer","Summer","2018"
"923",2018-07-20,"18:55:25",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",8.62,2.107178208,0.136847098,21.75568831,20.1,"Summer","Summer","2018"
"924",2018-08-09,"19:51:03",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",10.615,2.425376259,-0.553,23.96577516,22.3,"Summer","Summer","2018"
"925",2018-08-24,"20:18:49",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",8.255,2.057680733,0.289628348,21.59811648,20.7,"Summer","Summer","2018"
"926",2018-09-10,"18:49:24",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.21,1.187939392,0.313928571,20.30567512,20.1,"Fall","Other","2018"
"927",2018-10-12,"15:07:48",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",5.055,0.120208153,1.692514509,19.44262297,20.7,"Fall","Other","2018"
"928",2018-11-02,"16:34:29",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.96,0.084852814,1.694,16.8047638,15.5,"Fall","Other","2018"
"929",2018-11-21,"17:32:08",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",1.46,0.240416306,-0.091935471,9.913134943,10.7,"Fall","Other","2018"
"930",2019-01-01,"21:28:31",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.05,1.074802307,0.449857143,10.2,9.5,"Winter","Other","2019"
"931",2019-03-16,"17:56:00",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",1.25,0.806101731,0.380970982,10.24714763,8.5,"Spring","Other","2019"
"932",2019-05-16,"15:04:17",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",10.74,2.545584412,0.444714286,13.48953744,13.1,"Spring","Other","2019"
"933",2019-06-07,"15:57:44",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",8.19,0.876812409,0.409585937,19.15560526,17.7,"Summer","Summer","2019"
"934",2019-08-09,"18:20:49",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",8.635,0.940452019,1.681271205,23.03720373,NA,"Summer","Summer","2019"
"935",2019-08-22,"15:28:39",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",10.97,3.577960313,-0.105235491,23.45651786,NA,"Summer","Summer","2019"
"936",2019-09-20,"18:53:04",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.55,0.933380951,-0.256283306,19.64735403,19,"Fall","Other","2019"
"937",2019-10-23,"19:42:20",73,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.085,0.106066017,-0.118416941,16.84901974,16.1,"Fall","Other","2019"
"938",2018-04-18,"18:43:32",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.39,0.33286634,0.347990327,10.42864029,9.4,"Spring","Other","2018"
"939",2018-04-26,"13:59:46",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",1.73,0.636396103,0.296370536,11.18182133,10.8,"Spring","Other","2018"
"940",2018-05-03,"16:41:37",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.55,1.753624817,0.334341518,16.52536506,12.4,"Spring","Other","2018"
"941",2018-05-15,"14:41:26",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.42,1.725340546,0.356269326,17.08437541,15,"Spring","Other","2018"
"942",2018-06-08,"15:58:00",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.955,0.700035713,0.382956473,17.8738612,16.5,"Summer","Summer","2018"
"943",2018-06-21,"15:17:43",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",6.075,0.629325035,0.330755757,20.9197722,19.1,"Summer","Summer","2018"
"944",2018-07-16,"16:06:56",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",5.645,0.912167748,0.140799107,22.67771956,20,"Summer","Summer","2018"
"945",2018-07-20,"19:19:08",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",5.2,1.682914139,0.161071429,22.07421287,20,"Summer","Summer","2018"
"946",2018-08-09,"19:28:43",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",6.26,0.254558441,-0.553,24.1884794,21.9,"Summer","Summer","2018"
"947",2018-08-24,"19:58:14",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.5,0.820243866,0.281529018,21.18303876,20.6,"Summer","Summer","2018"
"948",2018-09-10,"19:32:52",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.17,0.353553391,0.247042411,20.62778206,20.3,"Fall","Other","2018"
"949",2018-10-12,"14:25:48",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.56,0.381837662,1.689,19.16781656,20.7,"Fall","Other","2018"
"950",2018-11-02,"16:13:01",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.255,0.869741341,1.693485491,16.99252516,15.7,"Fall","Other","2018"
"951",2018-11-21,"17:13:51",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",1.58,0.113137085,-0.091799107,10.5429303,11.3,"Fall","Other","2018"
"952",2019-01-01,"21:07:45",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.27,0.622253967,0.415032895,10.6,10,"Winter","Other","2019"
"953",2019-03-16,"18:16:34",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",1.22,0.056568542,0.440789474,10.60387048,8.9,"Spring","Other","2019"
"954",2019-05-16,"14:44:29",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.44,3.549676042,0.411899554,13.56566802,13.2,"Spring","Other","2019"
"955",2019-06-07,"15:29:04",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.73,0.494974747,0.347857143,19.23520536,17.6,"Summer","Summer","2019"
"956",2019-08-09,"18:00:46",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.51,2.39002092,0.344801398,23.88957237,NA,"Summer","Summer","2019"
"957",2019-08-22,"15:02:55",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",8.745,3.45775216,0.07783347,23.84612336,NA,"Summer","Summer","2019"
"958",2019-09-20,"19:14:54",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.365,1.491995308,-0.255558036,19.6855069,19.3,"Fall","Other","2019"
"959",2019-10-23,"19:22:56",74,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.48,0.084852814,-0.22129153,18.0908051,16.7,"Fall","Other","2019"
"960",2018-04-18,"19:09:54",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.706666667,0.344286702,0.433580087,10.42678274,9.3,"Spring","Other","2018"
"961",2018-04-26,"14:16:41",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.565,0.558614357,0.442,12.03200274,11.2,"Spring","Other","2018"
"962",2018-05-03,"16:57:32",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.19,0.254558441,0.436,15.99359263,12.9,"Spring","Other","2018"
"963",2018-05-15,"15:27:32",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",5.24,1.640487732,0.435361842,18.28827837,15.1,"Spring","Other","2018"
"964",2018-06-08,"16:35:51",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.66,0.509116882,0.433585937,18.80345373,16.8,"Summer","Summer","2018"
"965",2018-06-21,"16:02:48",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",6.32,0.353553391,0.461928571,21.36768293,19.4,"Summer","Summer","2018"
"966",2018-07-16,"16:38:31",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.215,0.502045815,0.111185268,23.28241061,20.6,"Summer","Summer","2018"
"967",2018-07-20,"18:41:18",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",6.735,0.134350288,0.128785714,22.44657013,20.3,"Summer","Summer","2018"
"968",2018-08-09,"20:07:20",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",8.355,0.643467171,-0.553,24.6934789,22.5,"Summer","Summer","2018"
"969",2018-08-24,"20:33:15",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",6.69,1.272792206,0.338259133,21.76413468,20.9,"Summer","Summer","2018"
"970",2018-09-10,"19:03:23",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",5.94,0.890954544,0.400100446,20.50098448,20.3,"Fall","Other","2018"
"971",2018-10-12,"14:55:54",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.09,0.593969696,1.689928571,18.85327881,20.9,"Fall","Other","2018"
"972",2018-11-02,"16:51:23",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",5.83,1.682914139,1.694,17.57300893,16.3,"Fall","Other","2018"
"973",2018-11-21,"17:36:22",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.435,0.530330086,-0.089827009,10.01524828,10.8,"Fall","Other","2018"
"974",2019-01-01,"21:35:36",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",1.575,0.374766594,0.437184211,10.3,9.6,"Winter","Other","2019"
"975",2019-03-16,"17:42:30",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",1.37,0.22627417,0.414321957,10.84074465,8.9,"Spring","Other","2019"
"976",2019-05-16,"15:17:33",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.13,0.537401154,0.4235,13.89029343,13.1,"Spring","Other","2019"
"977",2019-06-07,"16:17:39",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.595,1.605132393,0.301071429,20.07230032,17.9,"Summer","Summer","2019"
"978",2019-08-09,"18:30:36",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",8.285,1.619274529,1.667199777,24.50116071,NA,"Summer","Summer","2019"
"979",2019-08-22,"15:44:49",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",10.465,3.938584771,-0.256363839,24.1983751,NA,"Summer","Summer","2019"
"980",2019-09-20,"18:41:25",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.88,0.749533188,-0.252606086,19.72273314,19.2,"Fall","Other","2019"
"981",2019-10-23,"19:58:19",75,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.835,0.74246212,-0.191008929,18.13551207,16.2,"Fall","Other","2019"
"982",2018-04-18,"18:48:52",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.29,1.04885652,0.405514137,12.09365009,9.4,"Spring","Other","2018"
"983",2018-04-26,"13:55:23",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",5.79,0.438406204,0.437084821,11.56667451,11.7,"Spring","Other","2018"
"984",2018-05-03,"16:37:44",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.145,0.714177849,0.296113839,19.55548813,13.7,"Spring","Other","2018"
"985",2018-05-15,"14:35:59",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",12.855,2.962777413,0.40547903,18.39459498,15.4,"Spring","Other","2018"
"986",2018-06-08,"15:42:18",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.2,0.410121933,0.437285714,18.00607183,16.7,"Summer","Summer","2018"
"987",2018-06-21,"15:01:31",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",10.205,0.445477272,0.461928571,22.14684882,19.6,"Summer","Summer","2018"
"988",2018-07-16,"15:55:48",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",9.73,2.149604615,0.144857143,24.94596449,20.8,"Summer","Summer","2018"
"989",2018-07-20,"19:29:10",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",8.865,0.091923882,0.177928571,22.31877039,20.5,"Summer","Summer","2018"
"990",2018-08-09,"19:19:02",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",9.27,1.286934342,-0.553,25.07913839,22.5,"Summer","Summer","2018"
"991",2018-08-24,"19:47:42",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.455,1.534421715,0.247842634,21.35208482,20.8,"Summer","Summer","2018"
"992",2018-09-10,"19:40:39",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",0.965,0.332340187,0.486302455,20.69472717,20.5,"Fall","Other","2018"
"993",2018-10-12,"14:15:00",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",10.14,0.537401154,1.688899554,18.65216914,20.9,"Fall","Other","2018"
"994",2018-11-02,"16:01:47",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.22,0.339411255,1.694928571,17.71293212,16,"Fall","Other","2018"
"995",2018-11-21,"17:06:35",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.935,0.770746391,-0.083371652,10.52730824,11.2,"Fall","Other","2018"
"996",2019-01-01,"21:00:57",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",4.13,2.008183259,0.412598684,11,10.2,"Winter","Other","2019"
"997",2019-03-16,"18:23:25",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",2.64,0.90509668,0.350857143,11.46420901,9.4,"Spring","Other","2019"
"998",2019-05-16,"14:37:51",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",9.505,6.724585489,0.388857143,13.40176491,13,"Spring","Other","2019"
"999",2019-06-07,"15:18:30",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.51,2.149604615,0.372782895,20.28813939,18.4,"Summer","Summer","2019"
"1000",2019-08-09,"17:50:13",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",7.835,0.304055916,-0.349731908,24.27151933,NA,"Summer","Summer","2019"
"1001",2019-08-22,"14:49:31",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",11.31,2.899137803,-0.234574777,24.29172372,NA,"Summer","Summer","2019"
"1002",2019-09-20,"19:29:50",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",3.795,0.530330086,-0.207488259,25.38501933,20,"Fall","Other","2019"
"1003",2019-10-23,"19:06:34",76,"Y","N","Control","Mid","Low","Mid","Low","MSLE","MSLE",10.83,5.939696962,-0.263025082,21.90950493,16.8,"Fall","Other","2019"
"1004",2018-04-18,"14:58:45",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",1.34,0.260576284,0.416952381,9.792207183,8.9,"Spring","Other","2018"
"1005",2018-04-26,"15:30:26",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",2.32,0.763675324,0.406271205,14.90972869,11.5,"Spring","Other","2018"
"1006",2018-05-03,"14:36:26",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",2.26,0.311126984,0.388857143,17.12253399,13.6,"Spring","Other","2018"
"1007",2018-05-15,"18:38:50",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",3.285,0.728319985,0.372653372,20.63862829,16.2,"Spring","Other","2018"
"1008",2018-06-08,"18:28:20",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",3.535,1.053589104,0.290357143,19.82126958,17.2,"Summer","Summer","2018"
"1009",2018-06-21,"19:25:08",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",4.26,0.777817459,0.388215402,22.31810278,20,"Summer","Summer","2018"
"1010",2018-07-12,"15:41:12",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",5.415,0.714177849,0.319414063,22.25879434,20.3,"Summer","Summer","2018"
"1011",2018-07-20,"16:07:25",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",5.825,1.138441918,0.286153247,21.58843307,20.1,"Summer","Summer","2018"
"1012",2018-08-09,"15:28:00",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",5.71,0.622253967,-0.553,24.01990848,22.5,"Summer","Summer","2018"
"1013",2018-08-24,"21:42:45",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",4.935,0.417193001,0.420785714,21.03818456,20.5,"Summer","Summer","2018"
"1014",2018-09-10,"16:02:00",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",4.09,0.523259018,0.41705692,19.38906899,19.6,"Fall","Other","2018"
"1015",2018-10-12,"16:12:24",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",2.58,0.509116882,1.690385045,18.50614367,20.1,"Fall","Other","2018"
"1016",2018-11-02,"18:53:19",77,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",2.92,0.353553391,1.694928571,16.9591388,15.1,"Fall","Other","2018"
